salary,work_accident,satisfaction_level,time_spend_company,average_montly_hours,left
medium,1,0.43,3,131,1
medium,0,0.85,3,250,0
low,1,0.98,2,139,0
low,0,0.74,2,153,0
medium,0,0.1,4,246,1
medium,0,0.58,3,251,0
low,0,0.66,2,187,0
high,0,0.15,2,96,0
medium,0,0.82,3,227,0
high,0,0.63,4,189,0
low,0,0.44,3,155,1
medium,0,0.67,3,241,0
low,0,0.72,4,237,0
medium,0,0.67,4,201,0
low,1,0.54,2,259,0
low,0,0.93,3,200,0
low,0,0.66,3,137,0
low,0,0.4,5,283,0
medium,0,0.75,3,252,0
medium,0,0.11,4,286,1
high,0,0.6,3,214,0
medium,0,0.38,3,127,1
low,0,0.1,4,290,1
medium,0,0.45,3,146,1
low,0,0.4,3,131,1
medium,0,0.57,2,142,0
low,0,0.11,5,280,1
high,1,0.49,3,191,0
medium,0,0.94,3,157,0
low,0,0.94,3,154,0
high,0,0.69,3,170,0
medium,0,0.76,3,175,0
medium,0,0.75,2,220,0
medium,0,0.78,7,135,0
medium,0,0.99,5,254,0
medium,1,0.55,3,254,0
low,0,0.4,3,135,0
medium,0,0.58,3,171,0
low,1,0.91,2,210,0
medium,0,0.88,3,177,0
medium,0,0.91,3,168,0
low,1,0.57,3,162,0
low,0,0.54,3,184,0
low,1,0.98,3,201,0
low,1,0.77,4,207,0
low,0,0.96,3,185,0
low,0,0.7,3,168,0
low,0,0.59,2,243,0
high,0,0.87,6,224,0
medium,0,0.87,3,140,0
low,0,0.52,3,145,0
low,0,0.61,3,224,0
low,0,0.89,3,272,0
medium,0,0.92,2,201,0
medium,0,0.93,5,106,0
low,0,0.7,3,189,0
high,0,0.93,7,231,0
low,0,0.37,3,130,1
medium,0,0.66,3,191,0
medium,0,0.4,2,123,0
low,0,0.65,2,153,0
high,0,0.59,10,247,0
low,0,0.79,3,187,0
low,0,0.73,6,245,1
medium,0,0.62,3,171,0
medium,0,0.68,3,134,0
low,0,0.49,3,196,0
high,0,0.17,5,195,0
low,0,0.84,4,262,0
medium,0,0.34,3,136,0
low,0,0.51,3,156,0
medium,0,0.78,5,267,1
low,1,0.87,2,254,0
medium,0,0.89,2,195,0
medium,0,0.39,3,145,1
low,0,0.15,4,229,0
low,0,0.6,2,160,0
high,0,0.51,2,234,0
medium,0,0.64,4,188,0
medium,0,0.93,4,255,0
medium,0,0.77,4,201,0
low,0,0.62,4,131,1
medium,0,0.83,3,273,0
low,1,0.56,2,262,0
medium,1,0.16,5,140,0
low,1,0.95,6,146,0
low,0,0.9,3,139,0
medium,0,0.75,2,217,0
medium,0,0.67,3,195,0
medium,0,0.67,3,207,0
medium,0,0.79,5,245,1
high,0,0.97,3,167,0
medium,0,0.64,6,257,0
high,0,0.14,10,142,0
low,0,0.62,4,245,0
medium,0,0.82,2,271,0
medium,1,0.93,2,153,0
low,0,0.09,4,301,1
medium,1,0.49,3,181,0
medium,1,0.86,4,197,0
low,0,0.55,4,191,0
high,0,0.95,3,144,0
medium,0,0.5,3,219,0
low,0,0.38,3,155,1
medium,1,0.65,4,217,0
low,0,0.61,4,261,0
medium,0,0.87,3,172,0
low,0,0.83,2,226,0
medium,1,0.3,2,156,0
medium,1,0.77,2,255,0
medium,0,0.81,5,275,1
low,0,0.9,2,245,0
medium,0,0.54,3,201,0
medium,0,0.77,5,217,1
low,0,0.6,3,160,0
low,0,0.62,4,155,0
medium,0,0.79,3,220,0
low,1,0.73,2,205,0
low,0,0.63,3,267,0
low,0,0.54,4,141,0
low,0,0.52,3,237,0
low,0,0.89,2,174,0
medium,0,0.66,4,229,0
medium,0,0.69,3,229,0
low,0,0.99,2,166,0
high,0,0.98,2,201,0
high,0,0.53,10,148,0
low,0,0.5,3,194,0
medium,1,0.37,3,130,1
low,0,0.74,2,170,0
medium,0,0.54,2,141,0
low,0,0.94,2,201,0
medium,1,0.13,4,132,0
low,0,0.39,3,142,1
low,0,0.48,3,229,0
low,1,0.54,4,123,0
high,0,0.77,3,238,0
low,0,0.34,2,119,0
medium,1,0.95,6,214,0
high,0,0.65,3,137,0
medium,0,0.26,4,139,0
medium,1,0.22,4,160,0
low,0,0.81,7,153,0
medium,0,0.55,4,180,1
medium,1,0.31,5,259,0
medium,0,0.58,3,144,0
medium,0,0.4,3,128,1
low,0,0.84,4,258,0
medium,0,0.49,8,201,0
medium,0,0.8,2,182,0
low,0,0.48,3,96,0
medium,0,0.95,2,247,0
low,0,0.98,3,160,0
medium,0,0.69,2,217,0
low,0,0.71,2,199,0
low,0,0.72,3,256,0
medium,1,0.79,2,134,0
medium,1,0.4,2,146,0
low,0,0.94,3,193,0
low,0,0.86,4,134,0
high,0,0.39,2,212,0
low,0,0.85,3,267,0
medium,1,0.97,3,270,0
low,0,0.54,2,226,0
medium,0,0.42,6,256,0
medium,0,0.64,3,189,0
low,0,0.65,2,180,0
low,0,0.93,3,205,0
medium,0,0.27,4,193,0
medium,0,0.49,7,233,0
medium,0,0.8,2,175,0
medium,0,0.77,2,225,0
medium,0,0.44,2,173,0
medium,0,0.58,3,208,0
low,0,0.42,3,135,1
low,0,0.53,3,151,0
low,0,0.09,4,244,1
low,0,0.64,5,262,0
low,0,0.45,3,134,1
low,0,0.21,2,104,0
medium,0,0.21,4,118,0
medium,0,0.17,4,206,0
low,0,0.85,3,210,0
low,0,0.49,2,267,0
low,0,0.46,5,101,0
medium,1,0.52,3,271,0
medium,0,0.43,3,102,0
medium,1,0.67,2,198,0
low,0,0.81,2,212,0
medium,0,0.56,2,197,0
high,1,0.53,3,141,0
low,0,0.66,2,197,0
low,0,0.4,2,97,0
low,0,0.38,3,140,1
low,0,0.74,4,204,0
low,0,0.39,3,150,1
low,0,1.0,3,180,0
low,1,0.75,2,215,0
low,0,0.48,3,224,0
low,0,0.83,3,242,0
medium,0,0.17,5,199,0
medium,0,0.61,3,163,0
low,0,0.46,3,148,1
low,0,0.66,3,170,0
low,0,0.38,3,132,1
medium,0,0.38,3,147,1
low,0,0.74,3,166,0
low,0,0.41,3,199,0
high,0,0.71,3,261,0
low,0,0.55,4,136,0
medium,0,0.31,3,176,0
medium,0,0.6,6,99,0
high,0,0.17,3,274,0
low,1,0.84,3,121,0
high,0,0.31,4,120,0
low,0,0.61,2,246,0
medium,1,0.65,3,131,0
low,0,0.82,5,225,1
low,1,0.99,2,209,0
low,0,0.5,3,165,0
high,0,0.77,4,147,0
medium,1,0.55,10,201,0
low,0,0.39,3,126,1
low,1,0.8,3,253,0
low,1,0.58,3,196,0
medium,1,0.39,3,106,0
medium,0,0.67,2,157,0
high,1,0.63,3,180,0
low,0,0.59,2,177,0
medium,0,0.52,2,186,0
low,0,0.58,3,132,0
medium,0,0.96,3,210,0
low,0,0.22,4,205,0
medium,0,0.57,2,262,0
high,1,0.77,2,178,0
low,0,0.43,3,144,1
medium,0,0.76,2,279,0
medium,0,0.19,3,193,0
low,0,0.14,4,215,0
medium,0,0.89,6,101,0
low,1,0.96,4,195,0
medium,0,0.5,4,180,0
low,0,0.99,3,192,0
medium,1,0.8,3,248,0
high,0,0.28,3,191,0
medium,0,0.87,3,217,0
medium,0,0.54,3,294,1
medium,0,0.1,4,288,1
low,1,0.5,2,133,0
low,0,0.85,2,254,0
medium,1,0.76,2,273,0
low,0,0.76,3,216,0
low,0,0.91,5,245,1
medium,1,0.9,3,236,0
medium,0,0.96,5,133,0
low,1,0.22,6,205,0
medium,0,0.11,4,272,1
medium,0,0.91,3,257,0
medium,0,0.59,2,210,0
low,0,0.59,3,149,0
low,0,0.83,2,151,0
medium,0,0.48,4,231,0
medium,0,0.85,2,210,0
medium,1,0.79,5,229,1
medium,0,0.68,2,243,0
medium,1,0.49,2,257,0
medium,1,0.58,3,145,0
high,1,0.15,3,280,0
low,0,0.64,5,269,0
low,0,0.83,4,242,0
medium,0,0.8,2,202,0
medium,0,0.68,4,185,0
low,0,0.95,4,251,0
medium,0,0.8,3,181,0
medium,0,0.68,3,213,0
medium,0,0.17,5,245,0
medium,0,0.1,4,305,1
medium,0,0.11,4,254,1
low,0,0.11,4,275,1
medium,0,0.91,5,254,1
medium,0,0.75,3,266,0
low,1,0.19,5,143,0
low,1,0.98,2,260,0
medium,0,0.11,4,250,1
medium,0,0.68,3,158,0
medium,1,0.91,3,188,0
medium,0,0.39,3,142,1
medium,0,0.46,3,146,1
medium,0,0.5,3,214,0
low,1,0.31,3,165,0
low,0,0.57,3,162,0
medium,1,0.12,4,162,0
low,1,0.41,3,167,0
medium,0,0.69,2,149,0
medium,0,0.85,4,189,0
high,0,0.74,3,206,0
medium,0,0.5,3,137,0
low,0,0.87,2,162,0
low,0,0.65,2,151,0
medium,0,0.39,3,159,1
medium,0,0.95,3,220,0
medium,0,0.58,3,186,0
low,0,0.95,3,120,0
low,0,0.29,4,139,0
medium,0,0.5,3,265,0
medium,0,0.14,10,275,0
low,0,0.26,4,241,0
low,0,0.84,2,173,0
low,0,0.89,2,232,0
high,1,0.93,3,209,0
low,0,0.9,3,213,0
medium,1,0.88,4,182,0
high,0,0.93,4,192,0
low,0,0.84,5,269,1
low,1,0.11,4,304,1
medium,0,0.91,2,150,0
low,0,0.78,3,143,0
low,0,0.48,2,141,0
medium,0,0.62,3,174,0
high,0,0.24,4,172,0
medium,1,0.88,3,222,0
high,0,0.74,2,222,0
low,0,0.96,4,211,0
low,0,0.82,3,160,0
low,0,0.86,2,271,0
medium,1,0.4,6,214,0
medium,0,0.51,2,183,0
low,0,0.5,4,153,1
low,0,0.45,3,134,1
medium,0,0.37,3,150,1
low,0,0.6,3,202,0
high,0,0.49,4,137,0
medium,1,0.2,5,224,0
low,0,0.88,4,248,0
medium,0,0.75,5,245,1
low,0,0.76,3,195,0
low,0,0.83,5,240,1
medium,0,0.71,4,248,0
low,1,0.58,2,196,0
low,0,0.39,3,161,1
low,0,0.72,3,137,0
medium,0,0.82,3,280,0
medium,0,0.66,6,223,0
low,0,0.61,2,195,0
low,1,0.18,2,240,0
low,0,0.59,2,180,0
low,0,0.87,2,248,0
medium,0,0.55,4,231,0
medium,0,0.28,6,277,0
high,0,0.65,2,273,0
medium,1,0.41,3,165,0
low,0,0.66,4,248,1
low,0,0.7,2,179,0
low,0,0.68,3,157,0
medium,0,0.87,6,221,1
low,0,0.12,5,244,0
low,0,0.77,3,163,0
high,0,0.36,5,206,0
low,0,0.41,3,136,1
low,0,0.11,4,245,1
low,0,0.82,3,224,0
medium,0,0.71,4,222,0
high,0,0.94,3,273,0
medium,0,0.45,3,146,1
medium,0,0.11,4,310,1
low,1,0.14,6,175,0
medium,0,0.52,3,238,0
low,0,0.53,5,172,0
medium,0,0.68,2,166,0
medium,0,0.77,3,202,0
medium,0,0.88,3,257,0
low,0,0.71,3,251,0
low,1,0.09,4,260,1
medium,0,0.99,4,162,0
low,0,0.43,3,130,1
medium,0,0.57,6,193,0
low,0,0.11,4,304,1
low,0,0.58,3,265,0
low,0,0.9,3,227,0
medium,0,0.79,2,250,0
medium,0,0.84,5,251,1
high,0,0.82,4,215,0
low,0,0.72,2,191,0
medium,0,0.99,3,167,0
high,0,0.7,2,266,0
low,0,0.55,3,162,0
medium,1,0.71,2,263,0
low,0,0.27,6,213,0
medium,0,0.99,2,211,0
medium,0,0.49,4,188,0
low,0,0.61,2,135,0
medium,1,0.64,3,252,0
low,0,0.45,3,153,1
low,0,0.75,4,154,0
low,0,0.59,3,195,0
high,0,0.73,3,166,0
medium,0,0.99,3,181,0
low,0,0.32,5,162,0
low,0,0.54,3,115,0
low,1,0.44,3,170,0
low,0,0.93,2,238,0
low,0,1.0,2,198,0
low,0,0.81,3,186,0
medium,0,0.98,2,203,0
medium,0,0.84,3,139,0
medium,0,0.51,3,232,0
medium,0,0.96,2,271,0
low,0,0.65,3,241,0
high,0,0.33,3,216,0
medium,0,0.78,3,189,0
low,0,0.38,3,144,1
low,0,0.37,3,155,1
low,0,0.11,4,279,1
medium,0,0.96,2,132,0
low,0,0.68,2,174,0
medium,0,0.54,2,196,0
low,0,0.97,2,248,0
low,0,0.97,2,176,0
low,0,0.8,2,175,0
low,0,0.33,2,173,0
medium,0,0.4,3,174,0
medium,0,0.21,2,211,0
low,0,0.49,2,275,0
medium,0,0.61,4,224,0
low,1,0.42,4,160,0
medium,0,0.75,3,246,0
medium,0,0.98,10,199,0
medium,0,0.48,6,255,0
medium,1,0.14,5,196,0
medium,0,0.54,2,158,0
high,0,0.87,4,111,0
low,0,0.9,3,252,0
high,0,0.49,3,117,0
low,0,0.71,3,274,0
low,1,0.26,4,215,0
medium,0,0.37,6,229,0
low,0,0.83,3,217,0
medium,0,0.61,3,266,0
medium,0,0.6,2,135,0
medium,0,0.59,3,173,0
low,1,0.68,5,213,0
low,0,0.56,3,247,0
medium,0,0.85,3,189,0
medium,0,0.54,3,260,1
low,0,0.78,3,139,0
medium,0,0.73,3,215,0
low,1,0.64,3,225,0
medium,0,0.93,6,176,0
low,0,0.6,2,253,0
medium,0,0.86,2,254,0
low,0,0.69,3,264,0
medium,0,0.71,3,134,0
low,0,0.84,3,271,0
low,0,0.48,4,103,0
low,1,0.11,4,262,1
low,1,0.15,6,98,0
low,0,0.44,3,145,1
medium,0,0.21,5,132,0
medium,0,0.44,2,162,0
low,0,0.6,3,143,0
low,0,0.56,10,146,0
medium,0,0.53,3,204,0
medium,0,0.68,3,168,0
medium,0,0.82,5,249,0
low,0,0.96,2,273,0
low,0,0.88,2,185,0
medium,0,0.77,2,231,0
high,1,0.69,2,210,0
medium,0,0.65,7,184,0
medium,0,0.97,2,199,0
low,0,0.77,5,189,0
low,0,0.77,3,246,0
low,0,0.8,2,259,0
low,0,0.37,3,197,0
low,0,0.86,2,170,0
low,0,0.92,4,268,0
medium,1,0.25,5,257,0
low,0,0.66,2,250,0
low,0,0.11,4,292,1
medium,0,0.69,2,200,0
medium,0,0.84,2,253,0
low,0,0.66,3,144,0
medium,0,0.51,4,196,0
low,0,0.15,6,219,0
medium,0,0.68,2,159,0
medium,0,0.89,3,258,0
low,1,0.16,6,159,0
low,0,0.36,5,130,0
medium,0,0.81,4,132,0
low,1,0.81,5,218,1
low,1,0.26,3,180,0
low,0,0.55,3,201,0
medium,0,0.63,2,174,0
medium,1,0.85,3,151,0
low,0,0.48,2,180,0
low,0,0.86,3,173,0
medium,1,0.85,2,168,0
medium,0,0.44,2,126,0
medium,0,0.56,2,248,0
low,0,0.51,3,169,0
low,0,0.1,4,266,1
medium,0,0.36,3,157,1
low,0,0.63,2,118,0
low,0,0.26,6,178,0
low,0,0.15,6,201,0
medium,0,0.52,3,257,0
low,1,0.6,3,185,0
low,0,0.81,5,176,0
low,0,0.85,4,239,0
medium,0,0.96,10,160,0
high,0,0.77,4,260,0
low,0,0.35,3,124,0
medium,0,0.8,3,203,0
medium,1,0.73,4,240,0
medium,0,0.87,3,182,0
low,1,0.82,3,162,0
low,0,0.55,3,230,0
medium,0,0.6,4,167,0
low,0,0.67,2,251,0
medium,1,0.66,3,266,0
low,1,0.61,3,243,0
low,0,0.72,2,198,0
low,1,0.56,3,210,0
medium,0,0.1,5,303,1
high,0,0.62,3,134,0
low,1,0.56,2,154,0
medium,1,0.98,5,203,0
low,0,0.38,3,159,1
high,1,0.69,10,185,0
low,1,0.91,4,235,0
high,0,0.79,6,157,0
medium,1,0.42,3,146,0
medium,0,1.0,3,223,0
low,0,0.11,4,291,1
medium,0,0.12,6,287,0
medium,0,0.77,3,155,0
medium,0,0.49,3,176,0
medium,0,0.73,5,208,0
low,0,0.53,3,182,0
medium,0,0.83,4,186,0
low,0,0.09,4,259,1
low,0,0.72,4,143,0
low,0,0.67,3,242,0
medium,0,0.85,2,226,1
low,0,0.61,2,206,0
low,0,0.66,3,183,0
low,0,0.99,5,102,0
medium,0,0.99,4,163,0
medium,0,0.56,2,232,0
medium,0,0.85,3,222,0
low,0,0.54,5,205,0
low,1,0.34,5,287,0
low,0,0.51,3,229,0
medium,0,0.8,3,269,0
medium,0,0.59,3,156,0
medium,0,0.23,5,169,0
medium,0,0.63,3,258,0
low,0,0.58,5,250,0
high,0,0.49,2,186,0
medium,0,0.86,3,147,0
medium,0,0.5,3,135,0
low,0,0.72,2,137,0
low,0,0.7,5,183,1
medium,0,0.69,4,273,0
low,0,0.9,5,260,1
medium,1,0.17,10,154,0
high,0,0.59,3,209,0
low,0,0.77,2,145,0
medium,1,0.5,4,187,0
low,0,0.95,3,155,0
low,0,0.79,2,230,0
medium,0,0.78,5,249,1
low,0,0.62,2,107,0
low,0,0.2,4,199,0
medium,0,0.62,2,261,0
low,0,0.42,3,149,1
low,0,0.54,2,176,0
low,1,0.45,3,160,1
medium,0,0.52,3,204,0
medium,0,1.0,2,105,0
high,0,0.89,2,150,0
low,0,0.27,5,226,0
low,0,0.09,4,287,1
medium,0,0.92,2,252,0
low,0,0.45,3,98,0
low,0,0.87,3,227,0
medium,0,0.96,4,142,0
low,0,0.75,3,249,0
low,1,0.3,4,189,0
medium,0,0.84,2,186,0
low,0,0.48,3,174,0
high,0,0.92,3,129,0
medium,0,0.78,3,178,0
medium,0,0.81,5,226,1
medium,0,0.27,5,222,0
medium,0,0.51,3,133,0
low,0,0.6,3,170,0
medium,1,0.7,2,240,0
low,0,0.48,2,236,0
medium,0,0.37,3,127,1
medium,0,0.73,2,245,0
low,0,0.44,3,150,1
low,0,0.82,4,164,0
medium,0,0.83,5,230,1
medium,1,0.97,7,211,0
low,0,0.73,3,223,0
medium,0,0.71,3,260,0
low,0,0.92,3,212,0
medium,0,0.39,3,147,1
low,0,0.73,2,245,0
low,0,0.38,3,145,1
low,0,0.67,3,237,0
medium,0,0.21,8,238,0
medium,0,0.86,4,149,0
low,0,0.96,3,198,0
high,1,0.53,7,225,0
low,1,0.22,5,131,0
medium,0,0.94,3,163,0
low,0,0.91,5,232,1
medium,0,0.89,2,138,0
low,0,0.44,3,188,0
low,0,0.18,4,217,0
medium,0,0.94,2,221,0
medium,0,0.4,3,137,1
low,0,0.42,3,176,0
medium,1,0.91,3,242,0
low,0,0.52,3,268,0
medium,1,0.72,10,216,0
medium,0,0.45,5,287,0
low,1,0.59,3,254,0
medium,0,0.91,4,197,0
medium,0,0.67,3,266,0
low,0,0.7,3,263,0
medium,0,0.53,2,159,0
medium,1,0.51,3,154,0
low,0,0.43,3,150,1
low,0,0.55,2,166,0
medium,0,0.63,4,256,0
medium,0,0.46,3,143,1
medium,1,0.54,8,201,0
medium,1,0.39,5,257,0
medium,1,0.98,6,166,0
high,1,0.73,3,226,0
low,1,0.66,3,163,0
low,0,0.37,3,129,1
medium,0,0.8,3,148,0
low,0,0.32,6,180,0
medium,0,0.54,6,282,0
low,0,0.72,2,254,0
medium,0,0.66,2,244,0
medium,1,0.72,2,252,0
low,0,1.0,2,185,0
low,0,0.31,4,108,0
medium,0,0.43,3,135,1
low,0,0.63,5,242,1
medium,0,0.6,3,230,0
medium,0,0.72,4,164,0
medium,0,0.58,4,151,0
low,0,0.36,10,167,0
medium,1,0.91,3,142,0
low,0,0.4,3,152,1
low,0,0.8,3,135,0
high,0,0.19,6,241,0
medium,0,0.26,6,238,0
low,0,0.51,3,261,0
medium,1,0.41,2,155,0
medium,0,0.11,5,289,1
low,0,0.87,4,196,0
medium,0,0.51,2,154,0
low,1,0.66,4,100,0
medium,0,0.21,6,151,0
high,0,0.53,3,191,0
low,1,0.88,2,235,0
low,0,0.43,3,161,1
medium,0,0.73,3,179,0
medium,1,0.78,4,149,0
low,0,0.57,3,197,0
medium,0,0.49,2,161,0
high,0,0.74,3,172,0
medium,0,0.11,4,308,1
medium,0,0.43,3,136,1
medium,0,0.56,4,250,0
medium,0,0.95,3,155,0
low,0,0.65,8,167,0
low,0,0.76,2,224,0
medium,0,0.49,4,104,0
high,0,0.64,7,147,0
high,0,0.79,3,114,0
low,0,0.11,4,307,1
medium,1,0.14,5,153,0
medium,0,0.9,3,254,0
low,0,0.35,5,137,0
medium,0,0.56,3,274,0
medium,0,0.5,2,192,0
medium,0,0.39,4,156,0
medium,0,0.78,3,174,0
medium,0,0.69,2,240,0
low,0,0.36,3,129,1
medium,0,0.57,2,269,0
medium,0,0.91,3,197,0
low,0,0.5,3,274,0
low,0,0.69,3,174,0
low,0,0.67,3,226,0
medium,0,0.64,4,180,0
medium,0,0.51,3,271,0
low,0,0.57,3,206,0
high,1,0.99,3,175,0
medium,1,0.64,3,152,0
medium,0,0.38,3,145,1
medium,0,0.82,2,232,0
low,0,0.69,6,255,0
medium,0,0.26,3,157,0
low,0,0.29,3,210,0
medium,0,0.6,4,164,0
high,0,0.32,5,271,1
medium,0,0.96,3,183,0
low,0,0.72,2,134,0
low,0,0.6,3,262,0
low,1,0.77,3,239,0
medium,0,0.58,3,197,0
medium,0,0.15,3,164,0
high,0,0.42,3,115,0
low,0,0.45,3,155,1
low,0,0.11,4,305,1
medium,0,0.68,3,181,0
low,0,0.73,2,133,0
low,0,0.7,2,270,0
medium,0,0.79,2,137,0
low,0,0.97,3,264,0
low,1,0.41,3,151,0
high,1,0.71,4,238,0
medium,0,0.71,3,192,0
high,0,0.49,3,214,0
medium,0,0.44,2,120,0
medium,1,0.5,3,270,0
low,0,0.14,5,207,0
low,0,0.19,8,127,0
medium,1,0.88,4,171,0
medium,0,0.84,5,234,1
low,0,0.65,2,270,0
high,0,0.16,4,173,0
low,0,0.93,4,137,0
low,1,0.91,2,201,0
low,0,0.92,2,222,0
medium,0,0.12,6,229,0
low,0,0.84,4,232,0
low,0,0.49,3,285,0
medium,0,0.1,5,254,1
low,1,0.59,3,163,0
medium,0,0.22,5,209,0
high,0,0.81,3,228,0
low,1,0.23,4,212,0
medium,1,0.99,4,190,0
low,0,0.37,3,167,0
low,1,0.93,3,154,0
medium,0,0.97,3,141,0
medium,0,0.56,2,195,0
high,0,0.97,6,212,0
high,0,0.53,10,172,0
medium,1,0.91,3,145,0
high,0,0.63,4,222,0
medium,0,0.49,3,181,0
low,0,0.97,3,212,0
low,0,0.88,5,265,1
low,0,0.96,3,228,0
low,0,0.72,2,267,0
low,0,0.49,2,251,0
high,0,0.96,3,207,0
low,0,0.57,4,203,0
medium,0,0.5,3,147,0
low,0,0.1,4,297,1
low,0,0.62,3,153,0
medium,0,0.79,3,210,0
low,0,0.49,2,185,0
low,0,0.41,3,126,1
low,0,0.55,4,233,0
low,0,0.22,6,166,0
low,1,0.97,3,257,0
low,0,0.1,4,258,1
low,0,0.11,4,291,1
medium,1,0.48,2,157,0
medium,0,0.99,2,229,0
low,0,0.34,4,137,0
medium,0,0.64,2,143,0
medium,0,0.11,4,251,1
low,0,0.87,3,149,0
medium,0,0.66,3,257,0
medium,0,0.82,6,220,1
medium,0,0.51,3,201,0
low,0,0.74,5,258,1
low,0,0.75,4,148,0
medium,0,0.15,5,236,0
low,0,0.82,3,232,0
medium,0,0.66,2,206,0
low,1,0.85,5,123,0
low,0,0.83,3,233,0
medium,0,0.56,3,243,0
medium,0,0.48,6,259,0
low,0,0.42,3,140,0
low,1,0.71,3,248,0
low,0,0.63,3,242,0
low,1,0.62,3,254,0
medium,0,0.82,6,191,0
low,0,0.1,4,259,1
high,0,0.78,3,264,0
low,0,0.65,4,239,0
low,0,0.38,3,134,1
low,0,0.99,3,136,0
medium,0,0.91,2,183,0
low,0,0.82,2,171,0
medium,0,0.99,2,208,0
medium,0,0.82,5,246,1
low,1,0.16,3,182,0
low,0,0.75,4,247,0
low,1,0.14,6,267,0
high,0,0.5,2,165,0
medium,0,0.22,6,217,0
medium,0,0.37,2,151,0
high,0,0.97,2,171,0
medium,0,0.8,3,194,0
low,0,0.42,3,135,1
medium,0,1.0,3,167,0
medium,0,0.81,4,127,0
medium,0,0.85,3,260,0
low,1,0.5,2,191,0
low,0,0.9,5,245,1
medium,0,0.98,3,151,0
low,0,0.98,2,223,0
low,0,0.22,3,180,0
medium,0,0.09,4,275,1
low,1,0.75,5,237,0
medium,0,0.87,7,198,0
low,0,0.55,3,116,0
medium,0,0.9,3,253,0
low,0,0.1,4,243,1
high,0,0.57,2,251,0
medium,0,0.36,3,310,1
low,0,0.89,2,218,0
medium,0,0.6,2,191,0
medium,1,0.9,3,139,0
medium,1,0.25,5,244,0
medium,0,0.37,3,113,0
medium,0,0.77,6,221,1
medium,0,0.35,5,239,0
medium,1,0.84,3,234,0
medium,0,0.84,3,264,0
high,0,0.15,3,255,0
low,0,0.88,3,231,0
low,0,0.9,2,174,0
high,0,0.71,3,208,0
low,0,0.69,2,271,0
high,0,0.54,5,208,0
low,0,0.92,5,240,1
high,0,0.96,4,237,0
medium,0,0.38,5,173,0
low,0,0.38,3,155,1
high,0,0.66,3,236,0
low,0,0.57,3,140,0
high,0,0.56,4,254,0
low,1,0.49,4,181,0
low,0,0.15,3,229,1
medium,0,0.67,3,246,0
low,0,0.76,3,245,0
high,1,0.84,5,146,0
medium,0,0.1,4,256,1
low,0,0.7,4,274,1
low,1,0.65,2,268,0
medium,0,0.87,4,145,0
high,0,0.6,3,241,0
medium,0,0.2,6,228,0
medium,0,0.5,2,232,0
medium,0,0.89,3,186,0
low,0,0.24,3,194,0
low,0,0.39,3,133,1
low,0,0.75,2,204,0
low,0,0.66,2,145,0
medium,0,0.79,3,243,0
medium,0,0.94,2,136,0
medium,1,0.58,3,243,0
medium,1,0.54,3,145,0
low,1,0.92,8,224,0
low,0,0.24,5,175,0
medium,0,0.53,3,180,0
low,0,0.83,3,150,0
medium,0,0.59,2,250,0
medium,0,0.61,5,159,0
medium,0,0.8,4,263,0
medium,0,0.63,2,234,0
low,0,0.82,2,149,0
low,0,0.61,3,136,0
medium,1,0.99,3,180,0
low,0,0.52,3,150,0
medium,0,0.75,3,174,0
low,0,0.98,6,210,0
medium,0,0.88,4,213,0
medium,0,0.98,3,217,0
low,0,0.49,3,244,0
low,0,0.23,2,272,0
low,1,0.55,3,181,0
low,0,0.61,4,134,0
low,0,0.83,3,165,0
medium,0,0.3,2,99,0
medium,0,0.39,3,127,1
medium,0,0.96,3,233,0
medium,0,0.63,4,232,0
low,0,0.46,3,143,1
medium,1,0.52,4,187,0
high,0,0.72,2,255,0
low,0,0.92,3,214,0
high,0,0.58,2,205,0
high,1,0.14,6,115,0
low,0,0.85,2,208,0
medium,0,0.45,5,111,0
low,0,0.44,3,141,1
medium,0,0.69,4,261,0
low,0,0.72,3,149,0
low,0,0.75,2,177,0
medium,0,0.58,3,146,0
medium,0,0.66,4,201,0
low,0,0.83,3,247,0
medium,0,0.87,2,141,0
low,0,0.75,3,263,0
medium,1,0.51,2,216,0
low,0,0.5,3,159,0
high,0,0.24,3,232,0
low,0,0.61,2,209,0
medium,0,0.37,3,117,0
low,0,0.64,2,265,0
low,0,0.44,3,130,1
medium,0,0.36,3,142,1
medium,1,0.56,3,251,0
medium,1,0.58,3,230,0
low,0,0.48,3,174,0
low,0,0.4,3,139,1
high,0,0.49,4,268,0
low,1,0.98,3,134,0
medium,0,0.58,3,265,0
low,0,0.4,3,127,1
low,0,0.53,3,189,0
medium,0,0.92,3,149,0
high,0,0.22,4,260,0
low,0,0.13,5,209,0
medium,1,0.81,3,202,0
high,0,0.84,3,215,0
medium,0,0.16,3,203,0
medium,0,0.94,2,238,0
high,0,0.91,2,254,0
medium,0,0.38,3,129,1
high,0,0.46,3,140,0
low,0,0.37,3,131,1
low,0,0.66,3,229,0
medium,0,0.13,5,201,0
medium,0,0.24,6,194,0
low,0,0.5,2,165,0
medium,0,0.22,4,212,0
medium,0,0.52,3,182,0
medium,0,0.09,5,282,1
low,0,0.65,5,170,0
low,0,0.87,5,274,1
medium,1,0.8,5,218,1
low,0,0.45,3,138,1
low,0,0.68,3,264,0
low,0,0.31,3,205,0
low,0,0.37,3,101,0
high,0,0.77,10,269,0
medium,0,0.91,2,134,0
medium,0,0.92,3,252,0
